2024-09-28 15:37:16,350 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Current SDK version is 0.18.1
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Configure stats pid to 12300
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Loading settings from C:\Users\ASUS\.config\wandb\settings
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Loading settings from C:\Users\ASUS\PycharmProjects\pythonProject\adv_mlw_examples_generation_with_gans-main\src\gan_implementations\wassertein_gan_gp\byte\wandb\settings
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Loading settings from environment variables: {'api_key': '***REDACTED***', 'mode': 'offline'}
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Applying setup settings: {'mode': 'offline', '_disable_service': None}
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'wassertein_gan_gp.py', 'program_abspath': 'C:\\Users\\ASUS\\PycharmProjects\\pythonProject\\adv_mlw_examples_generation_with_gans-main\\src\\gan_implementations\\wassertein_gan_gp\\byte\\wassertein_gan_gp.py', 'program': 'C:\\Users\\ASUS\\PycharmProjects\\pythonProject\\adv_mlw_examples_generation_with_gans-main\\src\\gan_implementations\\wassertein_gan_gp\\byte\\wassertein_gan_gp.py'}
2024-09-28 15:37:16,351 INFO    MainThread:12300 [wandb_init.py:_log_setup():532] Logging user logs to C:\Users\ASUS\PycharmProjects\pythonProject\adv_mlw_examples_generation_with_gans-main\src\gan_implementations\wassertein_gan_gp\byte\wandb\offline-run-20240928_153716-914jq3tc\logs\debug.log
2024-09-28 15:37:16,352 INFO    MainThread:12300 [wandb_init.py:_log_setup():533] Logging internal logs to C:\Users\ASUS\PycharmProjects\pythonProject\adv_mlw_examples_generation_with_gans-main\src\gan_implementations\wassertein_gan_gp\byte\wandb\offline-run-20240928_153716-914jq3tc\logs\debug-internal.log
2024-09-28 15:37:16,352 INFO    MainThread:12300 [wandb_init.py:init():616] calling init triggers
2024-09-28 15:37:16,352 INFO    MainThread:12300 [wandb_init.py:init():623] wandb.init called with sweep_config: {}
config: {'learning_rate': {'discriminator': 2e-05, 'generator': 2e-05}, 'beta1': 0.0, 'beta2': 0.999, 'epochs': 25, 'batch_size': 32, 'label_smoothing': 1.0}
2024-09-28 15:37:16,352 INFO    MainThread:12300 [wandb_init.py:init():666] starting backend
2024-09-28 15:37:16,352 INFO    MainThread:12300 [wandb_init.py:init():670] setting up manager
2024-09-28 15:37:16,367 INFO    MainThread:12300 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-09-28 15:37:16,370 INFO    MainThread:12300 [wandb_init.py:init():678] backend started and connected
2024-09-28 15:37:16,386 INFO    MainThread:12300 [wandb_init.py:init():773] updated telemetry
2024-09-28 15:37:16,391 INFO    MainThread:12300 [wandb_init.py:init():806] communicating run to backend with 90.0 second timeout
2024-09-28 15:37:16,481 INFO    MainThread:12300 [wandb_init.py:init():857] starting run threads in backend
2024-09-28 15:37:16,903 INFO    MainThread:12300 [wandb_run.py:_console_start():2459] atexit reg
2024-09-28 15:37:16,903 INFO    MainThread:12300 [wandb_run.py:_redirect():2307] redirect: wrap_raw
2024-09-28 15:37:16,903 INFO    MainThread:12300 [wandb_run.py:_redirect():2372] Wrapping output streams.
2024-09-28 15:37:16,903 INFO    MainThread:12300 [wandb_run.py:_redirect():2397] Redirects installed.
2024-09-28 15:37:16,908 INFO    MainThread:12300 [wandb_init.py:init():900] run started, returning control to user process
2024-09-28 15:37:17,280 INFO    MainThread:12300 [wandb_watch.py:watch():51] Watching
2024-09-28 15:37:17,282 INFO    MainThread:12300 [wandb_watch.py:watch():51] Watching
2024-09-28 15:37:17,410 WARNING MsgRouterThr:12300 [router.py:message_loop():77] message_loop has been closed
